bit,information_gain,shapley,p_value_strength,dataset,trees,budget,selector
x1_b0,0.0,-1895754073.125,68719476736.0,ecoli,10,20000,modal
x1_b1,0.0,-2255178358.3125,68719476736.0,ecoli,10,20000,modal
x1_b2,0.0,-1288087119.546875,68719476736.0,ecoli,10,20000,modal
x1_b3,0.0,-1863128023.640625,68719476736.0,ecoli,10,20000,modal
x1_b4,0.0,-1118484252.078125,68719476736.0,ecoli,10,20000,modal
x1_b5,0.0,-384157255.796875,68719476736.0,ecoli,10,20000,modal
x1_b6,0.0,-1237946947.546875,68719476736.0,ecoli,10,20000,modal
x2_b0,0.0,-1123552704.265625,68719476736.0,ecoli,10,20000,modal
x4_b0,0.0,-2849882536.609375,68719476736.0,ecoli,10,20000,modal
x4_b1,0.0,-2851718310.140625,68719476736.0,ecoli,10,20000,modal
x4_b2,0.0,-2884639485.484375,68719476736.0,ecoli,10,20000,modal
x4_b3,0.0,-3154550654.8125,68719476736.0,ecoli,10,20000,modal
x4_b4,0.0,-1222405801.3125,68719476736.0,ecoli,10,20000,modal
x4_b5,0.0,-1737890112.8125,68719476736.0,ecoli,10,20000,modal
x4_b6,0.0,-1988775892.828125,68719476736.0,ecoli,10,20000,modal
x5_b0,0.0,-1832853057.96875,68719476736.0,ecoli,10,20000,modal
x5_b1,0.0,-2490463512.78125,68719476736.0,ecoli,10,20000,modal
x5_b2,0.0,-4062853233.875,68719476736.0,ecoli,10,20000,modal
x5_b3,0.0,-2528659144.578125,68719476736.0,ecoli,10,20000,modal
x5_b4,0.0,-1212806195.796875,68719476736.0,ecoli,10,20000,modal
x5_b5,0.0,-1484729442.671875,68719476736.0,ecoli,10,20000,modal
x5_b6,0.0,-2731091955.71875,68719476736.0,ecoli,10,20000,modal
x6_b0,0.0,-1606187907.875,68719476736.0,ecoli,10,20000,modal
x6_b1,0.0,-1143461222.84375,68719476736.0,ecoli,10,20000,modal
x6_b2,0.0,-2190877035.21875,68719476736.0,ecoli,10,20000,modal
x6_b3,0.0,-933433537.953125,68719476736.0,ecoli,10,20000,modal
x6_b4,0.0,-1651641563.6875,68719476736.0,ecoli,10,20000,modal
x6_b5,0.0,-1727017564.3125,68719476736.0,ecoli,10,20000,modal
x6_b6,0.0,-1084443209.90625,68719476736.0,ecoli,10,20000,modal
x0_b0,0.0,-1024180523.890625,68719476736.0,ecoli,5,20000,modal
x0_b1,0.0,-2711341824.46875,68719476736.0,ecoli,5,20000,modal
x0_b2,0.0,-1167434582.921875,68719476736.0,ecoli,5,20000,modal
x0_b3,0.0,-3601905914.546875,68719476736.0,ecoli,5,20000,modal
x0_b4,0.0,-1531336495.484375,68719476736.0,ecoli,5,20000,modal
x0_b5,0.0,-1955210989.40625,68719476736.0,ecoli,5,20000,modal
x0_b6,0.0,-2191396290.78125,68719476736.0,ecoli,5,20000,modal
x1_b0,0.0,-1895754073.125,68719476736.0,ecoli,5,20000,modal
x1_b1,0.0,-2255178358.3125,68719476736.0,ecoli,5,20000,modal
x1_b2,0.0,-1288087119.546875,68719476736.0,ecoli,5,20000,modal
x1_b3,0.0,-1863128023.640625,68719476736.0,ecoli,5,20000,modal
x1_b4,0.0,-1118484252.078125,68719476736.0,ecoli,5,20000,modal
x1_b5,0.0,-384157255.796875,68719476736.0,ecoli,5,20000,modal
x1_b6,0.0,-1237946947.546875,68719476736.0,ecoli,5,20000,modal
x2_b0,0.0,-1123552704.265625,68719476736.0,ecoli,5,20000,modal
x4_b0,0.0,-2849882536.609375,68719476736.0,ecoli,5,20000,modal
x4_b1,0.0,-2851718310.140625,68719476736.0,ecoli,5,20000,modal
x4_b2,0.0,-2884639485.484375,68719476736.0,ecoli,5,20000,modal
x4_b3,0.0,-3154550654.8125,68719476736.0,ecoli,5,20000,modal
x4_b4,0.0,-1222405801.3125,68719476736.0,ecoli,5,20000,modal
x4_b5,0.0,-1737890112.8125,68719476736.0,ecoli,5,20000,modal
x4_b6,0.0,-1988775892.828125,68719476736.0,ecoli,5,20000,modal
x5_b0,0.0,-1832853057.96875,68719476736.0,ecoli,5,20000,modal
x5_b1,0.0,-2490463512.78125,68719476736.0,ecoli,5,20000,modal
x5_b2,0.0,-4062853233.875,68719476736.0,ecoli,5,20000,modal
x5_b3,0.0,-2528659144.578125,68719476736.0,ecoli,5,20000,modal
x5_b4,0.0,-1212806195.796875,68719476736.0,ecoli,5,20000,modal
x5_b5,0.0,-1484729442.671875,68719476736.0,ecoli,5,20000,modal
x5_b6,0.0,-2731091955.71875,68719476736.0,ecoli,5,20000,modal
x6_b0,0.0,-1606187907.875,68719476736.0,ecoli,5,20000,modal
x6_b1,0.0,-1143461222.84375,68719476736.0,ecoli,5,20000,modal
x6_b2,0.0,-2190877035.21875,68719476736.0,ecoli,5,20000,modal
x6_b3,0.0,-933433537.953125,68719476736.0,ecoli,5,20000,modal
x6_b4,0.0,-1651641563.6875,68719476736.0,ecoli,5,20000,modal
x6_b5,0.0,-1727017564.3125,68719476736.0,ecoli,5,20000,modal
x6_b6,0.0,-1084443209.90625,68719476736.0,ecoli,5,20000,modal
x0_b0,0.0,-16847908.390625,536870912.0,glass2,10,20000,modal
x0_b1,0.0,-17183473.65625,536870912.0,glass2,10,20000,modal
x0_b2,0.0,-13276970.59375,536870912.0,glass2,10,20000,modal
x0_b3,0.0,-16450583.9375,536870912.0,glass2,10,20000,modal
x1_b0,0.0,-16793412.390625,536870912.0,glass2,10,20000,modal
x1_b1,0.0,-9669809.953125,536870912.0,glass2,10,20000,modal
x1_b2,0.0,-9315242.765625,536870912.0,glass2,10,20000,modal
x2_b0,0.0,-38436022.984375,536870912.0,glass2,10,20000,modal
x2_b1,0.0,-30613672.625,536870912.0,glass2,10,20000,modal
x2_b2,0.0,-8691520.109375,536870912.0,glass2,10,20000,modal
x2_b3,0.0,-22391605.546875,536870912.0,glass2,10,20000,modal
x3_b0,0.0,-29803464.265625,536870912.0,glass2,10,20000,modal
x3_b1,0.0,-17743526.25,536870912.0,glass2,10,20000,modal
x3_b2,0.0,-17422325.609375,536870912.0,glass2,10,20000,modal
x3_b3,0.0,-21408210.875,536870912.0,glass2,10,20000,modal
x4_b0,0.0,-21453629.90625,536870912.0,glass2,10,20000,modal
x4_b1,0.0,-11837578.40625,536870912.0,glass2,10,20000,modal
x4_b2,0.0,-13633047.0625,536870912.0,glass2,10,20000,modal
x5_b0,0.0,-25792509.640625,536870912.0,glass2,10,20000,modal
x5_b1,0.0,-21317723.234375,536870912.0,glass2,10,20000,modal
x5_b2,0.0,-15694796.578125,536870912.0,glass2,10,20000,modal
x5_b3,0.0,-33802913.25,536870912.0,glass2,10,20000,modal
x6_b0,0.0,-8736219.484375,536870912.0,glass2,10,20000,modal
x6_b1,0.0,-19603535.25,536870912.0,glass2,10,20000,modal
x6_b2,0.0,-20867042.015625,536870912.0,glass2,10,20000,modal
x6_b3,0.0,-11618595.84375,536870912.0,glass2,10,20000,modal
x8_b0,0.0,-11761779.65625,536870912.0,glass2,10,20000,modal
x8_b1,0.0,-19863397.9375,536870912.0,glass2,10,20000,modal
x8_b2,0.0,-14840392.78125,536870912.0,glass2,10,20000,modal
x0_b0,0.0,-16847908.390625,536870912.0,glass2,5,20000,modal
x0_b1,0.0,-17183473.65625,536870912.0,glass2,5,20000,modal
x0_b2,0.0,-13276970.59375,536870912.0,glass2,5,20000,modal
x0_b3,0.0,-16450583.9375,536870912.0,glass2,5,20000,modal
x1_b0,0.0,-16793412.390625,536870912.0,glass2,5,20000,modal
x1_b1,0.0,-9669809.953125,536870912.0,glass2,5,20000,modal
x1_b2,0.0,-9315242.765625,536870912.0,glass2,5,20000,modal
x2_b0,0.0,-38436022.984375,536870912.0,glass2,5,20000,modal
x2_b1,0.0,-30613672.625,536870912.0,glass2,5,20000,modal
x2_b2,0.0,-8691520.109375,536870912.0,glass2,5,20000,modal
x2_b3,0.0,-22391605.546875,536870912.0,glass2,5,20000,modal
x3_b0,0.0,-29803464.265625,536870912.0,glass2,5,20000,modal
x3_b1,0.0,-17743526.25,536870912.0,glass2,5,20000,modal
x3_b2,0.0,-17422325.609375,536870912.0,glass2,5,20000,modal
x3_b3,0.0,-21408210.875,536870912.0,glass2,5,20000,modal
x4_b0,0.0,-21453629.90625,536870912.0,glass2,5,20000,modal
x4_b1,0.0,-11837578.40625,536870912.0,glass2,5,20000,modal
x4_b2,0.0,-13633047.0625,536870912.0,glass2,5,20000,modal
x5_b0,0.0,-25792509.640625,536870912.0,glass2,5,20000,modal
x5_b1,0.0,-21317723.234375,536870912.0,glass2,5,20000,modal
x5_b2,0.0,-15694796.578125,536870912.0,glass2,5,20000,modal
x5_b3,0.0,-33802913.25,536870912.0,glass2,5,20000,modal
x6_b0,0.0,-8736219.484375,536870912.0,glass2,5,20000,modal
x6_b1,0.0,-19603535.25,536870912.0,glass2,5,20000,modal
x6_b2,0.0,-20867042.015625,536870912.0,glass2,5,20000,modal
x6_b3,0.0,-11618595.84375,536870912.0,glass2,5,20000,modal
x8_b0,0.0,-11761779.65625,536870912.0,glass2,5,20000,modal
x8_b1,0.0,-19863397.9375,536870912.0,glass2,5,20000,modal
x8_b2,0.0,-14840392.78125,536870912.0,glass2,5,20000,modal
x0_b0,0.0,-1855.421875,32768.0,haberman,10,20000,modal
x0_b1,0.0,-1889.359375,32768.0,haberman,10,20000,modal
x0_b2,0.0,-2370.40625,32768.0,haberman,10,20000,modal
x0_b3,0.0,-3015.421875,32768.0,haberman,10,20000,modal
x0_b4,0.0,-1876.328125,32768.0,haberman,10,20000,modal
x0_b5,0.0,-1963.78125,32768.0,haberman,10,20000,modal
x1_b0,0.0,-2778.484375,32768.0,haberman,10,20000,modal
x1_b1,0.0,-2840.984375,32768.0,haberman,10,20000,modal
x1_b2,0.0,-2245.71875,32768.0,haberman,10,20000,modal
x1_b3,0.0,-1269.421875,32768.0,haberman,10,20000,modal
x2_b0,0.0,-2185.4375,32768.0,haberman,10,20000,modal
x2_b1,0.0,-1878.890625,32768.0,haberman,10,20000,modal
x2_b2,0.0,-2307.6875,32768.0,haberman,10,20000,modal
x2_b3,0.0,-2411.453125,32768.0,haberman,10,20000,modal
x2_b4,0.0,-1878.203125,32768.0,haberman,10,20000,modal
x0_b0,0.0,-1855.421875,32768.0,haberman,5,20000,modal
x0_b1,0.0,-1889.359375,32768.0,haberman,5,20000,modal
x0_b2,0.0,-2370.40625,32768.0,haberman,5,20000,modal
x0_b3,0.0,-3015.421875,32768.0,haberman,5,20000,modal
x0_b4,0.0,-1876.328125,32768.0,haberman,5,20000,modal
x0_b5,0.0,-1963.78125,32768.0,haberman,5,20000,modal
x1_b0,0.0,-2778.484375,32768.0,haberman,5,20000,modal
x1_b1,0.0,-2840.984375,32768.0,haberman,5,20000,modal
x1_b2,0.0,-2245.71875,32768.0,haberman,5,20000,modal
x1_b3,0.0,-1269.421875,32768.0,haberman,5,20000,modal
x2_b0,0.0,-2185.4375,32768.0,haberman,5,20000,modal
x2_b1,0.0,-1878.890625,32768.0,haberman,5,20000,modal
x2_b2,0.0,-2307.6875,32768.0,haberman,5,20000,modal
x2_b3,0.0,-2411.453125,32768.0,haberman,5,20000,modal
x2_b4,0.0,-1878.203125,32768.0,haberman,5,20000,modal
x0_b0,0.0,-5239564752.5625,137438953472.0,heart-c,10,20000,modal
x0_b1,0.0,-6761838233.890625,137438953472.0,heart-c,10,20000,modal
x0_b2,0.0,-2893253144.65625,137438953472.0,heart-c,10,20000,modal
x0_b3,0.0,-4648278797.375,137438953472.0,heart-c,10,20000,modal
x0_b4,0.0,-1914070768.5,137438953472.0,heart-c,10,20000,modal
x1_b0,0.0,-4248596563.96875,137438953472.0,heart-c,10,20000,modal
x2_b0,0.0,-3769816754.765625,137438953472.0,heart-c,10,20000,modal
x2_b1,0.0,-4296788908.6875,137438953472.0,heart-c,10,20000,modal
x3_b0,0.0,-1135191924.203125,137438953472.0,heart-c,10,20000,modal
x3_b1,0.0,-5142943540.71875,137438953472.0,heart-c,10,20000,modal
x3_b2,0.0,-3879692019.859375,137438953472.0,heart-c,10,20000,modal
x3_b3,0.0,-2209510507.15625,137438953472.0,heart-c,10,20000,modal
x3_b4,0.0,-3824369659.15625,137438953472.0,heart-c,10,20000,modal
x4_b0,0.0,-1366092124.953125,137438953472.0,heart-c,10,20000,modal
x4_b1,0.0,-6598534255.359375,137438953472.0,heart-c,10,20000,modal
x4_b2,0.0,-2541911035.25,137438953472.0,heart-c,10,20000,modal
x4_b3,0.0,-3105988937.609375,137438953472.0,heart-c,10,20000,modal
x4_b4,0.0,-5881236090.71875,137438953472.0,heart-c,10,20000,modal
x5_b0,0.0,-2816941969.453125,137438953472.0,heart-c,10,20000,modal
x6_b0,0.0,-3593748597.265625,137438953472.0,heart-c,10,20000,modal
x7_b0,0.0,-4279966407.09375,137438953472.0,heart-c,10,20000,modal
x7_b1,0.0,-4042372663.828125,137438953472.0,heart-c,10,20000,modal
x7_b2,0.0,-7232762836.09375,137438953472.0,heart-c,10,20000,modal
x7_b3,0.0,-5400377744.078125,137438953472.0,heart-c,10,20000,modal
x7_b4,0.0,-5191733577.03125,137438953472.0,heart-c,10,20000,modal
x8_b0,0.0,-4633896457.890625,137438953472.0,heart-c,10,20000,modal
x9_b0,0.0,-5347789803.140625,137438953472.0,heart-c,10,20000,modal
x9_b1,0.0,-3878854281.921875,137438953472.0,heart-c,10,20000,modal
x9_b2,0.0,-2903072823.015625,137438953472.0,heart-c,10,20000,modal
x9_b3,0.0,-1377701695.59375,137438953472.0,heart-c,10,20000,modal
x9_b4,0.0,-2177189493.953125,137438953472.0,heart-c,10,20000,modal
x10_b0,0.0,-2447132111.0,137438953472.0,heart-c,10,20000,modal
x10_b1,0.0,-4898332075.890625,137438953472.0,heart-c,10,20000,modal
x11_b0,0.0,-2994018348.5,137438953472.0,heart-c,10,20000,modal
x11_b1,0.0,-2253106807.25,137438953472.0,heart-c,10,20000,modal
x12_b0,0.0,-2081452746.40625,137438953472.0,heart-c,10,20000,modal
x12_b1,0.0,-430825012.203125,137438953472.0,heart-c,10,20000,modal
x0_b0,0.0,-5239564752.5625,137438953472.0,heart-c,5,20000,modal
x0_b1,0.0,-6761838233.890625,137438953472.0,heart-c,5,20000,modal
x0_b2,0.0,-2893253144.65625,137438953472.0,heart-c,5,20000,modal
x0_b3,0.0,-4648278797.375,137438953472.0,heart-c,5,20000,modal
x0_b4,0.0,-1914070768.5,137438953472.0,heart-c,5,20000,modal
x1_b0,0.0,-4248596563.96875,137438953472.0,heart-c,5,20000,modal
x2_b0,0.0,-3769816754.765625,137438953472.0,heart-c,5,20000,modal
x2_b1,0.0,-4296788908.6875,137438953472.0,heart-c,5,20000,modal
x3_b0,0.0,-1135191924.203125,137438953472.0,heart-c,5,20000,modal
x3_b1,0.0,-5142943540.71875,137438953472.0,heart-c,5,20000,modal
x3_b2,0.0,-3879692019.859375,137438953472.0,heart-c,5,20000,modal
x3_b3,0.0,-2209510507.15625,137438953472.0,heart-c,5,20000,modal
x3_b4,0.0,-3824369659.15625,137438953472.0,heart-c,5,20000,modal
x4_b0,0.0,-1366092124.953125,137438953472.0,heart-c,5,20000,modal
x4_b1,0.0,-6598534255.359375,137438953472.0,heart-c,5,20000,modal
x4_b2,0.0,-2541911035.25,137438953472.0,heart-c,5,20000,modal
x4_b3,0.0,-3105988937.609375,137438953472.0,heart-c,5,20000,modal
x4_b4,0.0,-5881236090.71875,137438953472.0,heart-c,5,20000,modal
x5_b0,0.0,-2816941969.453125,137438953472.0,heart-c,5,20000,modal
x6_b0,0.0,-3593748597.265625,137438953472.0,heart-c,5,20000,modal
x7_b0,0.0,-4279966407.09375,137438953472.0,heart-c,5,20000,modal
x7_b1,0.0,-4042372663.828125,137438953472.0,heart-c,5,20000,modal
x7_b2,0.0,-7232762836.09375,137438953472.0,heart-c,5,20000,modal
x7_b3,0.0,-5400377744.078125,137438953472.0,heart-c,5,20000,modal
x7_b4,0.0,-5191733577.03125,137438953472.0,heart-c,5,20000,modal
x8_b0,0.0,-4633896457.890625,137438953472.0,heart-c,5,20000,modal
x9_b0,0.0,-5347789803.140625,137438953472.0,heart-c,5,20000,modal
x9_b1,0.0,-3878854281.921875,137438953472.0,heart-c,5,20000,modal
x9_b2,0.0,-2903072823.015625,137438953472.0,heart-c,5,20000,modal
x9_b3,0.0,-1377701695.59375,137438953472.0,heart-c,5,20000,modal
x9_b4,0.0,-2177189493.953125,137438953472.0,heart-c,5,20000,modal
x10_b0,0.0,-2447132111.0,137438953472.0,heart-c,5,20000,modal
x10_b1,0.0,-4898332075.890625,137438953472.0,heart-c,5,20000,modal
x11_b0,0.0,-2994018348.5,137438953472.0,heart-c,5,20000,modal
x11_b1,0.0,-2253106807.25,137438953472.0,heart-c,5,20000,modal
x12_b0,0.0,-2081452746.40625,137438953472.0,heart-c,5,20000,modal
x12_b1,0.0,-430825012.203125,137438953472.0,heart-c,5,20000,modal
x0_b0,0.0,-435211849.140625,17179869184.0,heart-h,10,20000,modal
x0_b1,0.0,-744345153.328125,17179869184.0,heart-h,10,20000,modal
x0_b2,0.0,-328152547.265625,17179869184.0,heart-h,10,20000,modal
x0_b3,0.0,-587609030.546875,17179869184.0,heart-h,10,20000,modal
x0_b4,0.0,-525630413.4375,17179869184.0,heart-h,10,20000,modal
x1_b0,0.0,-493560131.21875,17179869184.0,heart-h,10,20000,modal
x2_b0,0.0,-464779461.375,17179869184.0,heart-h,10,20000,modal
x2_b1,0.0,-401686440.03125,17179869184.0,heart-h,10,20000,modal
x3_b0,0.0,-536653761.125,17179869184.0,heart-h,10,20000,modal
x3_b1,0.0,-221079682.46875,17179869184.0,heart-h,10,20000,modal
x3_b2,0.0,-381496374.859375,17179869184.0,heart-h,10,20000,modal
x3_b3,0.0,-672281384.546875,17179869184.0,heart-h,10,20000,modal
x3_b4,0.0,-271590440.453125,17179869184.0,heart-h,10,20000,modal
x4_b0,0.0,-497618334.84375,17179869184.0,heart-h,10,20000,modal
x4_b1,0.0,-356104848.578125,17179869184.0,heart-h,10,20000,modal
x4_b2,0.0,-505740239.421875,17179869184.0,heart-h,10,20000,modal
x4_b3,0.0,-717116327.046875,17179869184.0,heart-h,10,20000,modal
x4_b4,0.0,-246611442.484375,17179869184.0,heart-h,10,20000,modal
x4_b5,0.0,-410539318.46875,17179869184.0,heart-h,10,20000,modal
x5_b0,0.0,-269341194.9375,17179869184.0,heart-h,10,20000,modal
x6_b0,0.0,-367294555.390625,17179869184.0,heart-h,10,20000,modal
x7_b0,0.0,-531494773.703125,17179869184.0,heart-h,10,20000,modal
x7_b1,0.0,-395988407.96875,17179869184.0,heart-h,10,20000,modal
x7_b2,0.0,-421445104.734375,17179869184.0,heart-h,10,20000,modal
x7_b3,0.0,-612208195.6875,17179869184.0,heart-h,10,20000,modal
x7_b4,0.0,-1210128347.859375,17179869184.0,heart-h,10,20000,modal
x8_b0,0.0,-627537044.5625,17179869184.0,heart-h,10,20000,modal
x9_b0,0.0,-639762472.28125,17179869184.0,heart-h,10,20000,modal
x9_b1,0.0,-1172947816.203125,17179869184.0,heart-h,10,20000,modal
x9_b2,0.0,-208669567.46875,17179869184.0,heart-h,10,20000,modal
x10_b0,0.0,-417354443.03125,17179869184.0,heart-h,10,20000,modal
x10_b1,0.0,-681144125.265625,17179869184.0,heart-h,10,20000,modal
x12_b0,0.0,-489908689.4375,17179869184.0,heart-h,10,20000,modal
x12_b1,0.0,-336837263.828125,17179869184.0,heart-h,10,20000,modal
x0_b0,0.0,-435211849.140625,17179869184.0,heart-h,5,20000,modal
x0_b1,0.0,-744345153.328125,17179869184.0,heart-h,5,20000,modal
x0_b2,0.0,-328152547.265625,17179869184.0,heart-h,5,20000,modal
x0_b3,0.0,-587609030.546875,17179869184.0,heart-h,5,20000,modal
x0_b4,0.0,-525630413.4375,17179869184.0,heart-h,5,20000,modal
x1_b0,0.0,-493560131.21875,17179869184.0,heart-h,5,20000,modal
x2_b0,0.0,-464779461.375,17179869184.0,heart-h,5,20000,modal
x2_b1,0.0,-401686440.03125,17179869184.0,heart-h,5,20000,modal
x3_b0,0.0,-536653761.125,17179869184.0,heart-h,5,20000,modal
x3_b1,0.0,-221079682.46875,17179869184.0,heart-h,5,20000,modal
x3_b2,0.0,-381496374.859375,17179869184.0,heart-h,5,20000,modal
x3_b3,0.0,-672281384.546875,17179869184.0,heart-h,5,20000,modal
x3_b4,0.0,-271590440.453125,17179869184.0,heart-h,5,20000,modal
x4_b0,0.0,-497618334.84375,17179869184.0,heart-h,5,20000,modal
x4_b1,0.0,-356104848.578125,17179869184.0,heart-h,5,20000,modal
x4_b2,0.0,-505740239.421875,17179869184.0,heart-h,5,20000,modal
x4_b3,0.0,-717116327.046875,17179869184.0,heart-h,5,20000,modal
x4_b4,0.0,-246611442.484375,17179869184.0,heart-h,5,20000,modal
x4_b5,0.0,-410539318.46875,17179869184.0,heart-h,5,20000,modal
x5_b0,0.0,-269341194.9375,17179869184.0,heart-h,5,20000,modal
x6_b0,0.0,-367294555.390625,17179869184.0,heart-h,5,20000,modal
x7_b0,0.0,-531494773.703125,17179869184.0,heart-h,5,20000,modal
x7_b1,0.0,-395988407.96875,17179869184.0,heart-h,5,20000,modal
x7_b2,0.0,-421445104.734375,17179869184.0,heart-h,5,20000,modal
x7_b3,0.0,-612208195.6875,17179869184.0,heart-h,5,20000,modal
x7_b4,0.0,-1210128347.859375,17179869184.0,heart-h,5,20000,modal
x8_b0,0.0,-627537044.5625,17179869184.0,heart-h,5,20000,modal
x9_b0,0.0,-639762472.28125,17179869184.0,heart-h,5,20000,modal
x9_b1,0.0,-1172947816.203125,17179869184.0,heart-h,5,20000,modal
x9_b2,0.0,-208669567.46875,17179869184.0,heart-h,5,20000,modal
x10_b0,0.0,-417354443.03125,17179869184.0,heart-h,5,20000,modal
x10_b1,0.0,-681144125.265625,17179869184.0,heart-h,5,20000,modal
x12_b0,0.0,-489908689.4375,17179869184.0,heart-h,5,20000,modal
x12_b1,0.0,-336837263.828125,17179869184.0,heart-h,5,20000,modal
x0_b0,0.0,-777126405599.4531,35184372088832.0,heart-sa,10,20000,modal
x0_b1,0.0,-1013996734584.4062,35184372088832.0,heart-sa,10,20000,modal
x0_b2,0.0,-981630295039.0938,35184372088832.0,heart-sa,10,20000,modal
x0_b3,0.0,-797440897002.2188,35184372088832.0,heart-sa,10,20000,modal
x0_b4,0.0,-319468942398.65625,35184372088832.0,heart-sa,10,20000,modal
x0_b5,0.0,-493363995649.84375,35184372088832.0,heart-sa,10,20000,modal
x1_b0,0.0,-1164705253052.1875,35184372088832.0,heart-sa,10,20000,modal
x1_b1,0.0,-456727637321.78125,35184372088832.0,heart-sa,10,20000,modal
x1_b2,0.0,-991297472997.328,35184372088832.0,heart-sa,10,20000,modal
x1_b3,0.0,-484181771827.2969,35184372088832.0,heart-sa,10,20000,modal
x1_b4,0.0,-1024426018886.6562,35184372088832.0,heart-sa,10,20000,modal
x1_b5,0.0,-432842390341.9375,35184372088832.0,heart-sa,10,20000,modal
x2_b0,0.0,-365424394140.34375,35184372088832.0,heart-sa,10,20000,modal
x2_b1,0.0,-1283195909777.078,35184372088832.0,heart-sa,10,20000,modal
x2_b2,0.0,-1128735590379.9688,35184372088832.0,heart-sa,10,20000,modal
x2_b3,0.0,-901609854539.422,35184372088832.0,heart-sa,10,20000,modal
x2_b4,0.0,-278820286289.5,35184372088832.0,heart-sa,10,20000,modal
x2_b5,0.0,-1143820351554.0156,35184372088832.0,heart-sa,10,20000,modal
x3_b0,0.0,-401734091846.9219,35184372088832.0,heart-sa,10,20000,modal
x3_b1,0.0,-655785764325.8438,35184372088832.0,heart-sa,10,20000,modal
x3_b2,0.0,-881454957693.25,35184372088832.0,heart-sa,10,20000,modal
x3_b3,0.0,-324880435929.71875,35184372088832.0,heart-sa,10,20000,modal
x3_b4,0.0,-470418949822.09375,35184372088832.0,heart-sa,10,20000,modal
x3_b5,0.0,-1114767444076.8438,35184372088832.0,heart-sa,10,20000,modal
x4_b0,0.0,-584799253007.375,35184372088832.0,heart-sa,10,20000,modal
x5_b0,0.0,-861779147502.6875,35184372088832.0,heart-sa,10,20000,modal
x5_b1,0.0,-790839239384.5156,35184372088832.0,heart-sa,10,20000,modal
x5_b2,0.0,-219674410890.125,35184372088832.0,heart-sa,10,20000,modal
x5_b3,0.0,-612310298369.1406,35184372088832.0,heart-sa,10,20000,modal
x5_b4,0.0,-472663747732.6406,35184372088832.0,heart-sa,10,20000,modal
x6_b0,0.0,-1134882144244.75,35184372088832.0,heart-sa,10,20000,modal
x6_b1,0.0,-768972184343.6562,35184372088832.0,heart-sa,10,20000,modal
x6_b2,0.0,-887967642381.4688,35184372088832.0,heart-sa,10,20000,modal
x6_b3,0.0,-365250240158.28125,35184372088832.0,heart-sa,10,20000,modal
x6_b4,0.0,-833671254059.4375,35184372088832.0,heart-sa,10,20000,modal
x7_b0,0.0,-526166908946.6094,35184372088832.0,heart-sa,10,20000,modal
x7_b1,0.0,-1088846448523.7968,35184372088832.0,heart-sa,10,20000,modal
x7_b2,0.0,-984666126105.0468,35184372088832.0,heart-sa,10,20000,modal
x7_b3,0.0,-658074717875.4688,35184372088832.0,heart-sa,10,20000,modal
x7_b4,0.0,-1735819706670.3906,35184372088832.0,heart-sa,10,20000,modal
x8_b0,0.0,-306007847466.875,35184372088832.0,heart-sa,10,20000,modal
x8_b1,0.0,-954522096529.8594,35184372088832.0,heart-sa,10,20000,modal
x8_b2,0.0,-1693704059044.2031,35184372088832.0,heart-sa,10,20000,modal
x8_b3,0.0,-768722458546.8125,35184372088832.0,heart-sa,10,20000,modal
x8_b4,0.0,-1047176311972.0,35184372088832.0,heart-sa,10,20000,modal
x0_b0,0.0,-777126405599.4531,35184372088832.0,heart-sa,5,20000,modal
x0_b1,0.0,-1013996734584.4062,35184372088832.0,heart-sa,5,20000,modal
x0_b2,0.0,-981630295039.0938,35184372088832.0,heart-sa,5,20000,modal
x0_b3,0.0,-797440897002.2188,35184372088832.0,heart-sa,5,20000,modal
x0_b4,0.0,-319468942398.65625,35184372088832.0,heart-sa,5,20000,modal
x0_b5,0.0,-493363995649.84375,35184372088832.0,heart-sa,5,20000,modal
x1_b0,0.0,-1164705253052.1875,35184372088832.0,heart-sa,5,20000,modal
x1_b1,0.0,-456727637321.78125,35184372088832.0,heart-sa,5,20000,modal
x1_b2,0.0,-991297472997.328,35184372088832.0,heart-sa,5,20000,modal
x1_b3,0.0,-484181771827.2969,35184372088832.0,heart-sa,5,20000,modal
x1_b4,0.0,-1024426018886.6562,35184372088832.0,heart-sa,5,20000,modal
x1_b5,0.0,-432842390341.9375,35184372088832.0,heart-sa,5,20000,modal
x2_b0,0.0,-365424394140.34375,35184372088832.0,heart-sa,5,20000,modal
x2_b1,0.0,-1283195909777.078,35184372088832.0,heart-sa,5,20000,modal
x2_b2,0.0,-1128735590379.9688,35184372088832.0,heart-sa,5,20000,modal
x2_b3,0.0,-901609854539.422,35184372088832.0,heart-sa,5,20000,modal
x2_b4,0.0,-278820286289.5,35184372088832.0,heart-sa,5,20000,modal
x2_b5,0.0,-1143820351554.0156,35184372088832.0,heart-sa,5,20000,modal
x3_b0,0.0,-401734091846.9219,35184372088832.0,heart-sa,5,20000,modal
x3_b1,0.0,-655785764325.8438,35184372088832.0,heart-sa,5,20000,modal
x3_b2,0.0,-881454957693.25,35184372088832.0,heart-sa,5,20000,modal
x3_b3,0.0,-324880435929.71875,35184372088832.0,heart-sa,5,20000,modal
x3_b4,0.0,-470418949822.09375,35184372088832.0,heart-sa,5,20000,modal
x3_b5,0.0,-1114767444076.8438,35184372088832.0,heart-sa,5,20000,modal
x4_b0,0.0,-584799253007.375,35184372088832.0,heart-sa,5,20000,modal
